item_id,source,source_question_id,question_uid,question_text,answer_options,focal_answer,value_construct,paired_event_ids,question_type,n_years,y0,y1
gallup_4_783,gallup,783,gallup:4:783,"Has smoking ever been a cause of serious health problems, in your family?",No|Yes,No,,,binary,7,2001,2019
gallup_4_784,gallup,784,gallup:4:784,Family Problems: Drug Abuse,No|Yes,No,,,binary,2,2018,2019
gallup_4_785,gallup,785,gallup:4:785,Should smoking in this country be made totally illegal or not?,"No, not made illegal|Yes, made illegal","No, not made illegal",,,binary,13,2001,2019
gallup_4_786,gallup,786,gallup:4:786,Should smoking in all public places be made totally illegal or not?,"Yes, should be illegal|No, should not","Yes, should be illegal",,,binary,12,2001,2019
gallup_4_787,gallup,787,gallup:4:787,"Do you have occasion to use alcoholic beverages such as - liquor, wine, or beer, or are you a total abstainer?","Yes, have occasion|No, abstainer","Yes, have occasion",,,binary,19,2001,2019
gallup_4_788,gallup,788,gallup:4:788,"When did you last take a drink, of any kind of alcoholic beverage?","Within the last 24 hours (1 day)|5 to 7 days ago|8 days to 1 month ago|3 to 4 days ago|2 days ago|Over 1 month ago to 3 months|Over 3 months to 1 year|Over 1 year ago|Only drink at holidays, religious festivals, etc.",Within the last 24 hours (1 day),,,categorical,19,2001,2019
gallup_4_789,gallup,789,gallup:4:789,"Do you most often drink - liquor, wine, or beer?",Beer|Wine|Liquor,Beer,,,categorical,19,2001,2019
gallup_4_790,gallup,790,gallup:4:790,Drink Too Much (drinkers),No|Yes,No,,,binary,17,2001,2019
gallup_4_791,gallup,791,gallup:4:791,Family Problems: Drinking,No|Yes,No,,,binary,16,2001,2019
gallup_4_792,gallup,792,gallup:4:792,"How often do you worry about your weight? Would you say you worry all of the time, some of the time, not too often, or never?",Some of the time|Not too often|Never|All of the time,Some of the time,,,categorical,5,2005,2019
gallup_4_793,gallup,793,gallup:4:793,"Has obesity ever been a cause of serious health problems, in your family?",No|Yes,No,,,binary,3,2007,2019
gallup_4_794,gallup,794,gallup:4:794,"Keeping in mind that all of your answers in this survey are confidential, have you, yourself, ever happened to try marijuana?",No|Yes,No,,,binary,5,2013,2019
gallup_4_795,gallup,795,gallup:4:795,"Keeping in mind that all of your answers in this survey are confidential, do you, yourself, smoke marijuana?",No|Yes,No,,,binary,5,2013,2019
gallup_4_796,gallup,796,gallup:4:796,"In terms of your eating preferences, do you consider yourself to be a vegetarian or not?",No|Yes,No,,,binary,3,2001,2018
gallup_4_797,gallup,797,gallup:4:797,"In terms of your eating preferences, do you consider yourself to be vegan or not?",No|Yes,No,,,binary,2,2012,2018
gallup_4_798,gallup,798,gallup:4:798,Moderate Drinking Good for Health,Makes no difference|Is bad for your health|Is good for your health,Makes no difference,,,categorical,8,2001,2018
gallup_4_799,gallup,799,gallup:4:799,"Do you approve, or disapprove, of the way [President] is handling [his/her] job as president?",Disapprove|Approve,Disapprove,,,binary,20,2001,2020
gallup_4_800,gallup,800,gallup:4:800,Do you approve or disapprove of the way Congress is handling its job?,Disapprove|Approve,Disapprove,,,binary,20,2001,2020
gallup_4_801,gallup,801,gallup:4:801,"Thinking about the job situation in America, today, would you say that it is now a GOOD time, or a BAD time to find a quality job?",Bad time|Good time,Bad time,,,binary,20,2001,2020
gallup_4_802,gallup,802,gallup:4:802,"Which of the following best describes your job? Are you - an employee of a private company or business, an employee of a non-profit organization, a government employee, or self-employed in your own business or professional practice?",An employee of a private company or business|Self-employed in your own business or professional practice|A government employee|An employee of a non-profit organization,An employee of a private company or business,,,categorical,20,2001,2020
gallup_4_804,gallup,804,gallup:4:804,"How satisfied, or dissatisfied, are you with your job? Would you say you are - completely satisfied, somewhat satisfied, somewhat dissatisfied or completely dissatisfied with your job?",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_805,gallup,805,gallup:4:805,"Do you, approve, or disapprove of labor unions?",Approve|Disapprove,Approve,,,binary,20,2001,2020
gallup_4_806,gallup,806,gallup:4:806,"Are you or is anyone in your household, a member of a labor union?","No/Neither/None|Yes, self|Yes, other household member|Yes, both self and other household member",No/Neither/None,,,categorical,20,2001,2020
gallup_4_807,gallup,807,gallup:4:807,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. Your job security",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_808,gallup,808,gallup:4:808,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The amount of vacation time you receive",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_809,gallup,809,gallup:4:809,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The amount of on-the-job stress in your job",Somewhat satisfied|Completely satisfied|Somewhat dissatisfied|Completely dissatisfied,Somewhat satisfied,,,categorical,20,2001,2020
gallup_4_810,gallup,810,gallup:4:810,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The amount of work that is required of you",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_811,gallup,811,gallup:4:811,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. Your chances for promotion",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_812,gallup,812,gallup:4:812,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The flexibility of your hours",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_813,gallup,813,gallup:4:813,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The health insurance benefits your employer offers",Completely satisfied|Somewhat satisfied|Completely dissatisfied|Somewhat dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_814,gallup,814,gallup:4:814,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The retirement plan your employer offers",Completely satisfied|Somewhat satisfied|Completely dissatisfied|Somewhat dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_815,gallup,815,gallup:4:815,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The recognition you receive at work for your work accomplishments",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_816,gallup,816,gallup:4:816,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The amount of money you earn",Somewhat satisfied|Completely satisfied|Somewhat dissatisfied|Completely dissatisfied,Somewhat satisfied,,,categorical,20,2001,2020
gallup_4_817,gallup,817,gallup:4:817,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. Your boss or immediate supervisor",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_818,gallup,818,gallup:4:818,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. The physical safety conditions of your workplace",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_819,gallup,819,gallup:4:819,"For each, please tell me how satisfied or dissatisfied you are with your current job in this regard. Your relations with coworkers",Completely satisfied|Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied,Completely satisfied,,,categorical,20,2001,2020
gallup_4_820,gallup,820,gallup:4:820,Please indicate whether you are worried about each of the following happening to you in the near future. How about ___? That you will be laid off,"No, did not worry|Yes, worried","No, did not worry",,,binary,18,2003,2020
gallup_4_821,gallup,821,gallup:4:821,Please indicate whether you are worried about each of the following happening to you in the near future. How about ___? That your hours at work will be cut back,"No, did not worry|Yes, worried","No, did not worry",,,binary,18,2003,2020
gallup_4_822,gallup,822,gallup:4:822,Please indicate whether you are worried about each of the following happening to you in the near future. How about ___? That your wages will be reduced,"No, did not worry|Yes, worried","No, did not worry",,,binary,18,2003,2020
gallup_4_823,gallup,823,gallup:4:823,Please indicate whether you are worried about each of the following happening to you in the near future. How about ___? That your benefits will be reduced,"No, did not worry|Yes, worried","No, did not worry",,,binary,18,2003,2020
gallup_4_824,gallup,824,gallup:4:824,Please indicate whether you are worried about each of the following happening to you in the near future. How about ___? That your company will move jobs to countries overseas,"No, did not worry|Yes, worried","No, did not worry",,,binary,17,2003,2019
gallup_4_825,gallup,825,gallup:4:825,Please indicate whether you are worried about each of the following happening to you in the near future. How about ___? That your job will become obsolete because of technology,"No, did not worry|Yes, worried","No, did not worry",,,binary,3,2017,2019
gallup_4_826,gallup,826,gallup:4:826,"As far as you know, in the past six months, has your employer laid off any employees, or not?","No, has not|Yes, has","No, has not",,,binary,6,2003,2019
gallup_4_827,gallup,827,gallup:4:827,"Which of the following comes closest to your situation [your job is a little beyond your skills and training, good match for your skills and training, does not take full advantage of your skills and training]?",Your job is a good match for your skills and training|Your job does not take full advantage of your skills and training|Your job is a little beyond your skills and training,Your job is a good match for your skills and training,,,categorical,2,2016,2019
gallup_4_828,gallup,828,gallup:4:828,"How are you paid at work -- do you have a salary, are you paid by the hour, or are you mostly paid on commission?",Are you paid by the hour|Do you have a salary|Are you mostly paid on commission,Are you paid by the hour,,,categorical,8,2002,2019
gallup_4_829,gallup,829,gallup:4:829,"Overall, how satisfied are you with the quality of education students receive in grades kindergarten through grade twelve in the U.S. today?",Somewhat satisfied|Somewhat dissatisfied|Completely dissatisfied|Completely satisfied,Somewhat satisfied,,,categorical,20,2001,2020
gallup_4_830,gallup,830,gallup:4:830,"Will your oldest child attend public, private, parochial, charter school, or home school this year?",Public|Private|Parochial|Home school|Charter school,Public,,,categorical,20,2001,2020
gallup_4_831,gallup,831,gallup:4:831,How satisfied are you with the quality of education your oldest child is receiving?,Somewhat satisfied|Completely satisfied|Somewhat dissatisfied|Completely dissatisfied,Somewhat satisfied,,,categorical,20,2001,2020
gallup_4_834,gallup,834,gallup:4:834,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Accounting",Neutral|Somewhat positive|Somewhat negative|Very positive|Very negative,Neutral,,,categorical,20,2001,2020
gallup_4_835,gallup,835,gallup:4:835,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Advertising and public relations industry",Neutral|Somewhat positive|Somewhat negative|Very negative|Very positive,Neutral,,,categorical,20,2001,2020
gallup_4_836,gallup,836,gallup:4:836,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Airline industry",Neutral|Somewhat positive|Somewhat negative|Very negative|Very positive,Neutral,,,categorical,20,2001,2020
gallup_4_837,gallup,837,gallup:4:837,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Automobile industry",Somewhat positive|Neutral|Somewhat negative|Very positive|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_838,gallup,838,gallup:4:838,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Banking",Somewhat positive|Neutral|Somewhat negative|Very negative|Very positive,Somewhat positive,,,categorical,20,2001,2020
gallup_4_839,gallup,839,gallup:4:839,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Computer industry",Somewhat positive|Very positive|Neutral|Somewhat negative|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_840,gallup,840,gallup:4:840,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Education",Somewhat positive|Somewhat negative|Neutral|Very positive|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_841,gallup,841,gallup:4:841,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Electric and gas utilities",Somewhat positive|Somewhat negative|Neutral|Very negative|Very positive,Somewhat positive,,,categorical,20,2001,2020
gallup_4_842,gallup,842,gallup:4:842,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Farming and agriculture",Somewhat positive|Neutral|Very positive|Somewhat negative|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_843,gallup,843,gallup:4:843,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Grocery industry",Somewhat positive|Neutral|Very positive|Somewhat negative|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_844,gallup,844,gallup:4:844,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Healthcare industry",Somewhat negative|Somewhat positive|Very negative|Neutral|Very positive,Somewhat negative,,,categorical,20,2001,2020
gallup_4_845,gallup,845,gallup:4:845,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Internet industry",Somewhat positive|Neutral|Very positive|Somewhat negative|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_846,gallup,846,gallup:4:846,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? The legal field",Neutral|Somewhat negative|Somewhat positive|Very negative|Very positive,Neutral,,,categorical,20,2001,2020
gallup_4_847,gallup,847,gallup:4:847,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Movie industry",Somewhat positive|Neutral|Somewhat negative|Very negative|Very positive,Somewhat positive,,,categorical,20,2001,2020
gallup_4_848,gallup,848,gallup:4:848,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Oil and gas industry",Somewhat negative|Very negative|Somewhat positive|Neutral|Very positive,Somewhat negative,,,categorical,20,2001,2020
gallup_4_849,gallup,849,gallup:4:849,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Pharmaceutical industry",Somewhat negative|Somewhat positive|Very negative|Neutral|Very positive,Somewhat negative,,,categorical,20,2001,2020
gallup_4_850,gallup,850,gallup:4:850,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Publishing industry",Neutral|Somewhat positive|Somewhat negative|Very positive|Very negative,Neutral,,,categorical,20,2001,2020
gallup_4_851,gallup,851,gallup:4:851,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Real Estate industry",Somewhat positive|Neutral|Somewhat negative|Very positive|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_852,gallup,852,gallup:4:852,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Restaurant industry",Somewhat positive|Neutral|Very positive|Somewhat negative|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_853,gallup,853,gallup:4:853,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Retail industry",Somewhat positive|Neutral|Somewhat negative|Very positive|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_854,gallup,854,gallup:4:854,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Sports industry",Neutral|Somewhat positive|Somewhat negative|Very positive|Very negative,Neutral,,,categorical,20,2001,2020
gallup_4_855,gallup,855,gallup:4:855,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Telephone industry",Somewhat positive|Neutral|Somewhat negative|Very positive|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_856,gallup,856,gallup:4:856,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Television and radio industry",Somewhat positive|Somewhat negative|Neutral|Very negative|Very positive,Somewhat positive,,,categorical,20,2001,2020
gallup_4_857,gallup,857,gallup:4:857,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? Travel industry",Somewhat positive|Neutral|Somewhat negative|Very positive|Very negative,Somewhat positive,,,categorical,20,2001,2020
gallup_4_858,gallup,858,gallup:4:858,"For each of the following business sectors in the United States, please say whether your overall view of it is very positive, somewhat positive, neutral, somewhat negative or very negative. How about ___? The federal government",Somewhat negative|Very negative|Somewhat positive|Neutral|Very positive,Somewhat negative,,,categorical,18,2003,2020
gallup_4_859,gallup,859,gallup:4:859,"If you were free to do either, would you prefer to have a job outside the home or would you prefer to stay at home and take care of the house and family?",Job outside the home|Stay home|Both (volunteered),Job outside the home,,,categorical,7,2005,2019
gallup_4_862,gallup,862,gallup:4:862,Do you approve or disapprove of the way [President] is handling __? Education,Disapprove|Approve,Disapprove,,,binary,13,2004,2020
gallup_4_864,gallup,864,gallup:4:864,"Have you ever telecommuted, that is, worked from your home, using a computer to communicate for your job?","No, have not|Yes, have","No, have not",,,binary,4,2006,2020
gallup_4_865,gallup,865,gallup:4:865,"How important, is it to you, that you advance in your career over time - extremely important, very important, somewhat important, not too important, or not important at all?",Extremely important|Somewhat important|Very important|Not too important|Not important at all,Extremely important,,,categorical,2,2013,2015
gallup_4_866,gallup,866,gallup:4:866,"How do you generally get to work - do you drive yourself, ride with someone else, walk, take mass transportation, or something else?",Drive self|Ride with others|Take mass transit|Walk|Work from home,Drive self,,,categorical,3,2007,2018
gallup_4_867,gallup,867,gallup:4:867,"Generally speaking, would you say your commute to work is - very stressful, somewhat stressful, not that stressful, or not stressful at all?",Not stressful at all|Not that stressful|Somewhat stressful|Very stressful,Not stressful at all,,,categorical,2,2007,2018
gallup_4_868,gallup,868,gallup:4:868,"Thinking about the future, do you think labor unions in this country will become -- [Stronger than they are today/Same/Weaker]?",Weaker than they are today|The same as today|Stronger than they are today,Weaker than they are today,,,categorical,16,2001,2018
gallup_4_869,gallup,869,gallup:4:869,"Would you, personally, like to see labor unions in the United States have -- [More influence than they have today/Same/Less]?",Less influence than they have today|More influence than they have today|The same amount as today,Less influence than they have today,,,categorical,16,2001,2018
gallup_4_870,gallup,870,gallup:4:870,"Suppose you were taking a new job and had your choice of a boss. Would you prefer to work for a man, or a woman?",Man|Woman,Man,,,binary,4,2006,2014
gallup_4_871,gallup,871,gallup:4:871,"Is your current boss or the primary person you report to, a man, a woman, or don't you have a boss?",Man|Woman|Don't have a boss,Man,,,categorical,3,2011,2014
gallup_4_872,gallup,872,gallup:4:872,"Overall, do you think labor unions mostly help or mostly hurt ___? Workers who are members of unions",Mostly helps|Mostly hurts,Mostly helps,,,binary,6,2001,2016
gallup_4_873,gallup,873,gallup:4:873,"Overall, do you think labor unions mostly help or mostly hurt ___? The U.S. economy in general",Mostly helps|Mostly hurts,Mostly helps,,,binary,6,2001,2016
gallup_4_874,gallup,874,gallup:4:874,"Overall, do you think labor unions mostly help or mostly hurt ___? Workers who are not members of unions",Mostly hurts|Mostly helps,Mostly hurts,,,binary,6,2001,2016
gallup_4_875,gallup,875,gallup:4:875,"Overall, do you think labor unions mostly help or mostly hurt ___? The companies where workers are unionized",Mostly helps|Mostly hurts,Mostly helps,,,binary,6,2001,2016
gallup_4_877,gallup,877,gallup:4:877,"If you won $10 million dollars in the lottery, would you continue to work, or would you stop working?",Continue to work|Stop working,Continue to work,,,binary,3,2004,2013
gallup_4_878,gallup,878,gallup:4:878,"Please indicate based on what you know or have read and heard, how good an education each provides children. How about ___? Public schools",Only fair|Good|Poor|Excellent,Only fair,,,categorical,2,2012,2017
gallup_4_879,gallup,879,gallup:4:879,"Please indicate based on what you know or have read and heard, how good an education each provides children. How about ___? Parochial schools",Good|Excellent|Only fair|Poor,Good,,,categorical,2,2012,2017
gallup_4_880,gallup,880,gallup:4:880,"Please indicate based on what you know or have read and heard, how good an education each provides children. How about ___? Private schools",Good|Excellent|Only fair|Poor,Good,,,categorical,2,2012,2017
gallup_4_881,gallup,881,gallup:4:881,"Please indicate based on what you know or have read and heard, how good an education each provides children. How about ___? Charter schools",Good|Only fair|Excellent|Poor,Good,,,categorical,2,2012,2017
gallup_4_882,gallup,882,gallup:4:882,"Please indicate based on what you know or have read and heard, how good an education each provides children. How about ___? Home school",Good|Only fair|Poor|Excellent,Good,,,categorical,2,2012,2017
gallup_4_883,gallup,883,gallup:4:883,"If you could, which of the following situations would you choose - [Fewer hours on the job but less income/Same as you have now/More hours and more income]?",The same number of hours and income that you now have|More hours on the job and more income|Fewer hours on the job but less income,The same number of hours and income that you now have,,,categorical,2,2002,2008
gallup_4_965,gallup,965,gallup:4:965,Do you approve or disapprove of the way (president) is handling his job as president?,Approve|Disapprove,Approve,,,binary,20,2001,2020
gallup_4_966,gallup,966,gallup:4:966,"In general are you satisfied, or dissatisfied, with the way things are going in the United States at this time?",Dissatisfied|Satisfied,Dissatisfied,,,binary,19,2001,2020
gallup_4_967,gallup,967,gallup:4:967,"Thinking about economic issues, would you say your views on economic issues are -- __?",Moderate|Conservative|Liberal|Very conservative|Very liberal,Moderate,,,categorical,20,2001,2020
gallup_4_968,gallup,968,gallup:4:968,"Thinking about social issues, would you say your views on social issues are -- __?",Moderate|Conservative|Liberal|Very liberal|Very conservative,Moderate,,,categorical,20,2001,2020
gallup_4_969,gallup,969,gallup:4:969,"How would you rate the overall state of moral values in this country, today- as excellent, good, only fair, or poor?",Poor|Only fair|Good|Excellent,Poor,,,categorical,19,2002,2020
gallup_4_970,gallup,970,gallup:4:970,"Right now do you think the state of moral values in the country, as a whole, is getting better or getting worse?",Getting worse|Getting better|Same (volunteered),Getting worse,,,categorical,19,2002,2020
gallup_4_971,gallup,971,gallup:4:971,"Do you think abortions should be legal under any circumstances, legal only under certain circumstances or illegal in all circumstances?",Legal under certain|Legal under any|Illegal in all,Legal under certain,,,categorical,20,2001,2020
gallup_4_972,gallup,972,gallup:4:972,"Do you think abortion should be legal in most circumstances, or only in a few circumstances?","Legal only in a few|Legal under any|Illegal in all|Legal in most|Legal in certain, unspecified",Legal only in a few,,,categorical,20,2001,2020
gallup_4_973,gallup,973,gallup:4:973,"With respect to the abortion issue would you consider yourself to be pro-choice, or pro-life?",Pro-Choice|Pro-Life|Mixed/Both/Neither,Pro-Choice,,,categorical,20,2001,2020
gallup_4_974,gallup,974,gallup:4:974,"Thinking about how the abortion issue might affect your vote for major offices, would you -- __?",Consider a candidate's position on abortion as just one of many important factors when voting|Not see abortion as a major issue|Only vote for a candidate who shares your views on abortion,Consider a candidate's position on abortion as just one of many important factors when voting,,,categorical,8,2001,2020
gallup_4_975,gallup,975,gallup:4:975,"Would you like to see the Supreme Court overturn its 1973 Roe versus Wade decision, concerning abortion, or not?","No, not overturn|Yes, overturn","No, not overturn",,,binary,3,2006,2008
gallup_4_976,gallup,976,gallup:4:976,"When a person has a disease that cannot be cured, do you think doctors should be allowed by law to end the patient's life by some painless means, if the patient and his or her family request it?","Yes, should be allowed|No, should not","Yes, should be allowed",,,binary,18,2001,2020
gallup_4_977,gallup,977,gallup:4:977,"When a person has a disease, that cannot be cured, and is living in severe pain, do you think doctors should or should not be allowed by law to assist the patient to commit suicide if the patient requests it?","Yes, should be allowed|No, should not","Yes, should be allowed",,,binary,18,2001,2020
gallup_4_978,gallup,978,gallup:4:978,"Do you think gay or lesbian relations, between consenting adults, should or should not be legal?",Should be legal|Should not be legal,Should be legal,,,binary,20,2001,2020
gallup_4_979,gallup,979,gallup:4:979,"In your view, is being gay or lesbian -- __?",Something a person is born with|Due to factors such as upbringing and environment,Something a person is born with,,,binary,17,2001,2018
gallup_4_980,gallup,980,gallup:4:980,"Do you think marriages between same-sex couples should, or should not, be recognized by the law as valid, with the same rights as traditional marriages?",Should be valid|Should not be recognized as valid,Should be valid,,,binary,16,2004,2020
gallup_4_981,gallup,981,gallup:4:981,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Abortion",Morally wrong|Morally acceptable,Morally wrong,,,binary,20,2001,2020
gallup_4_982,gallup,982,gallup:4:982,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? The death penalty",Morally acceptable|Morally wrong,Morally acceptable,,,binary,20,2001,2020
gallup_4_983,gallup,983,gallup:4:983,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Doctor assisted suicide",Morally acceptable|Morally wrong,Morally acceptable,,,binary,19,2001,2020
gallup_4_984,gallup,984,gallup:4:984,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Medical testing on animals",Morally acceptable|Morally wrong,Morally acceptable,,,binary,20,2001,2020
gallup_4_985,gallup,985,gallup:4:985,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Buying and wearing clothing made of animal fur",Morally acceptable|Morally wrong,Morally acceptable,,,binary,20,2001,2020
gallup_4_986,gallup,986,gallup:4:986,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Sex between an unmarried man and woman",Morally acceptable|Morally wrong,Morally acceptable,,,binary,20,2001,2020
gallup_4_987,gallup,987,gallup:4:987,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Married men and women having an affair",Morally wrong|Morally acceptable,Morally wrong,,,binary,20,2001,2020
gallup_4_988,gallup,988,gallup:4:988,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Divorce",Morally acceptable|Morally wrong,Morally acceptable,,,binary,20,2001,2020
gallup_4_989,gallup,989,gallup:4:989,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Cloning animals",Morally wrong|Morally acceptable,Morally wrong,,,binary,20,2001,2020
gallup_4_990,gallup,990,gallup:4:990,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Cloning humans",Morally wrong|Morally acceptable,Morally wrong,,,binary,20,2001,2020
gallup_4_991,gallup,991,gallup:4:991,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Suicide",Morally wrong|Morally acceptable,Morally wrong,,,binary,20,2001,2020
gallup_4_992,gallup,992,gallup:4:992,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Medical research using stem cells obtained from human embryos",Morally acceptable|Morally wrong,Morally acceptable,,,binary,19,2002,2020
gallup_4_993,gallup,993,gallup:4:993,"Next, I'm going to read you a list of issues. Regardless of whether or not you think it should be legal, for each one, please tell me whether you personally believe that in general it is morally acceptable, or morally wrong. How about___? Having a baby outside of marriage",Morally acceptable|Morally wrong,Morally acceptable,,,binary,19,2002,2020
